population,evaluations,1/x,id,MonitorCentral,MonitorPeer,MonitorCloud,AnalyzeCentral,AnalyzePeer,AnalyzeCloud,NormalPlanCentral,NormalPlanPeer,NormalPlanCloud,AlertPlanCentral,AlertPlanPeer,AlertPlanCloud,CriticalPlanCentral,CriticalPlanPeer,CriticalPlanCloud,NormalExecuteCentral,NormalExecutePeer,NormalExecuteCloud,AlertExecuteCentral,AlertExecutePeer,AlertExecuteCloud,CriticalExecuteCentral,CriticalExecutePeer,CriticalExecuteCloud,NormalActuate,AlertActuate,CriticalActuate,
,,,S7,0.804171603,0.080998799,0.114829598,0.444791529,0.081243052,0.473965419,0.167464043,0.2857138,0.546822157,0.24360569,0.279775093,0.476619218,0.449247224,0.298181167,0.252571609,0.314127704,0.661455167,0.024417129,0.523517198,0.033665186,0.442817616,0.354934924,0.583039476,0.062025601,4.365,4.616,7.988,246
,,,S8,0.761603158,0.223783564,0.014613277,0.492144644,0.263143085,0.244712271,0.765731962,0.152291615,0.081976423,0.529547298,0.195686007,0.274766695,0.178964588,0.437315993,0.383719419,0.405491118,0.493929152,0.10057973,0.285984228,0.256348129,0.457667643,0.069650698,0.628099653,0.302249649,2.985,4.893,8.311,118
,,,S9,0.528636159,0.34562125,0.125742592,0.653717827,0.253738532,0.092543641,0.573595945,0.319030069,0.107373986,0.322508168,0.393099945,0.284391887,0.131103986,0.297369645,0.571526369,0.937063129,0.047333681,0.01560319,0.545840069,0.130853273,0.323306658,0.410403812,0.474715374,0.114880814,3.327,5.54,8.247,76
,,,S10,0.804171603,0.080998799,0.114829598,0.444791529,0.081243052,0.473965419,0.683014121,0.182364952,0.134620927,0.169437934,0.666032331,0.164529734,0.173017746,0.48094971,0.346032545,0.015886784,0.701211174,0.282902042,0.400788685,0.149737355,0.44947396,0.253643022,0.197307815,0.549049162,3.011,5.087,8.458,21
90,180,4,S1,0.270151084,0.489791893,0.240057023,0.169849673,0.37602543,0.454124897,0.03984913,0.026914347,0.933236523,0.555438005,0.185504387,0.259057608,0.66432197,0.323251986,0.012426044,0.637122508,0.158891013,0.203986479,0.045555619,0.791728987,0.162715394,0.816583045,0.062393328,0.121023627,4.34,4.68,7.969,215
,,,S2,0.257983538,0.49806264,0.243953823,0.783736908,0.082242856,0.134020236,0.157259295,0.450260322,0.392480383,0.720662205,0.199361808,0.079975987,0.30077257,0.410141735,0.289085694,0.370902521,0.262223893,0.366873586,0.464532092,0.448224121,0.087243787,0.811126284,0.033737043,0.155136673,3.72,5.591,8.173,26
,,,S3,0.967311778,0.007611602,0.02507662,0.364156365,0.116062347,0.519781288,0.807534291,0.044930103,0.147535606,0.750556046,0.013492831,0.235951123,0.380569967,0.387404077,0.232025956,0.48360584,0.319370262,0.197023899,0.046659428,0.39359075,0.559749822,0.344582727,0.298737358,0.356679915,2.698,4.665,8.663,109
,,,S4,0.147582213,0.630054943,0.222362844,0.865406476,0.070846386,0.063747138,0.04622514,0.286563311,0.667211549,0.847470593,0.009321238,0.143208169,0.353098406,0.518755172,0.128146422,0.943267725,0.022198826,0.034533449,0.331220116,0.237665177,0.431114708,0.049367584,0.045316219,0.905316197,3.955,4.845,9.581,77
,,,S5,0.62652286,0.191129381,0.18234776,0.570384193,0.36163566,0.067980147,0.405577434,0.553601138,0.040821427,0.390641212,0.45946678,0.149892008,0.128897004,0.362203916,0.50889908,0.983660228,0.00850869,0.007831082,0.607137505,0.158510347,0.234352148,0.765544078,0.094478396,0.139977527,3.11,5.177,7.935,56
,,,S6,0.746232626,0.038883113,0.214884261,0.360803376,0.565729038,0.073467585,0.043989765,0.67746944,0.278540795,0.721775286,0.027669232,0.250555482,0.495183614,0.376369463,0.128446922,0.057982712,0.478119739,0.463897549,0.461075691,0.055450363,0.483473945,0.152390611,0.808975891,0.038633498,3.757,5.428,8.26,26
,,,S7,0.73953521,0.08894711,0.171517681,0.502205745,0.276729394,0.221064861,0.062751938,0.019719071,0.91752899,0.479787016,0.154713352,0.365499632,0.687352611,0.132905342,0.179742047,0.489573161,0.476019143,0.034407696,0.020276099,0.786346489,0.193377411,0.923512985,0.019769377,0.056717638,4.407,4.383,7.809,24
,,,S8,0.022639552,0.916537738,0.06082271,0.640195131,0.008337013,0.351467856,0.067330604,0.160290824,0.772378572,0.108096408,0.869662726,0.022240865,0.66432197,0.323251986,0.012426044,0.637122508,0.158891013,0.203986479,0.045555619,0.791728987,0.162715394,0.816583045,0.062393328,0.121023627,4.003,5.067,7.877,113
,,,S9,0.967311778,0.007611602,0.02507662,0.364156365,0.116062347,0.519781288,0.807534291,0.044930103,0.147535606,0.750556046,0.013492831,0.235951123,0.380569967,0.387404077,0.232025956,0.48360584,0.319370262,0.197023899,0.046659428,0.39359075,0.559749822,0.344582727,0.298737358,0.356679915,2.526,4.58,8.397,45
,,,S10,0.43366047,0.414572091,0.151767439,0.345658553,0.205791404,0.448550043,0.216720201,0.279337778,0.503942021,0.760627529,0.193377242,0.045995229,0.702752024,0.178420845,0.118827131,0.142762718,0.198949306,0.658287975,0.193462933,0.65434175,0.152195317,0.205736177,0.757130189,0.037133634,3.442,5.114,7.928,50
,,,S11,0.756667303,0.035216268,0.208116429,0.580802174,0.107726519,0.311471307,0.405577434,0.553601138,0.040821427,0.390641212,0.45946678,0.149892008,0.128897004,0.362203916,0.50889908,0.983660228,0.00850869,0.007831082,0.607137505,0.158510347,0.234352148,0.765544078,0.094478396,0.139977527,3.347,5.37,8.242,35
,,,S12,0.926818847,0.055826018,0.017355135,0.279593078,0.111115067,0.609291855,0.251422344,0.249639387,0.498938269,0.567700207,0.296877207,0.135422586,0.301985292,0.097826057,0.600188651,0.086270354,0.467549567,0.446180079,0.455898426,0.316169186,0.227932389,0.801469741,0.182148997,0.016381262,3.621,6.098,7.52,75
180,180,4,S1,0.847283121,0.056418681,0.096298198,0.398776821,0.157621419,0.44360176,0.258561945,0.51257307,0.228864986,0.622718394,0.325297065,0.051984541,0.11099102,0.440789694,0.448219287,0.503373367,0.097183493,0.39944314,0.146253628,0.265069526,0.588676846,0.728856532,0.21579829,0.055345178,2.787,5.507,8.08,81
,,,S2,0.999828219,0.000108333,6.34E-05,0.299227956,0.690400854,0.01037119,0.018274958,0.246081427,0.735643615,0.667277733,0.156000822,0.176721445,0.208454321,0.659297471,0.132248208,0.07925048,0.238505381,0.68224414,0.869852325,0.006597104,0.123550571,0.919320899,0.013824671,0.06685443,3.96,5.536,7.385,2582
,,,S3,0.82778759,0.110119676,0.062092735,0.324196408,0.558637615,0.117165977,0.188984859,0.467048292,0.343966849,0.562840186,0.403448975,0.033710839,0.826188305,0.046719207,0.127092488,0.639346415,0.200757899,0.159895685,0.111268843,0.606903953,0.281827204,0.578912894,0.320893417,0.100193689,3.564,4.722,7.983,25
,,,S4,0.767011536,0.223252351,0.009736113,0.506040418,0.089511432,0.40444815,0.288612159,0.707523577,0.003864264,0.073303587,0.027237126,0.899459287,0.05353557,0.401309536,0.545154894,0.526680407,0.088451259,0.384868333,0.796063152,0.10125064,0.102686208,0.957566133,0.036402221,0.006031647,4,5.614,7.626,40
,,,S5,0.590157644,0.354261556,0.0555808,0.41627924,0.370046978,0.213673782,0.329374682,0.57241867,0.098206648,0.619176062,0.050991028,0.32983291,0.416810396,0.270466568,0.312723036,0.71496574,0.018176768,0.266857492,0.170519663,0.373270488,0.456209848,0.861618435,0.084437936,0.053943629,3.075,4.873,8.007,47
,,,S6,0.919568089,0.035756439,0.044675472,0.86834556,0.104647141,0.027007298,0.011960619,0.242640025,0.745399356,0.533383978,0.137829429,0.328786593,0.314399426,0.324031454,0.36156912,0.828673251,0.138745852,0.032580897,0.698485452,0.048958074,0.252556474,0.819306517,0.155494148,0.025199336,4.778,5.113,7.767,7
,,,S7,0.673894012,0.14681508,0.179290908,0.206300208,0.182998371,0.610701421,0.375134874,0.310867347,0.313997779,0.281237977,0.311750139,0.407011884,0.216214888,0.130154453,0.653630659,0.393575915,0.139311837,0.467112248,0.502232532,0.439980524,0.057786944,0.055734567,0.86732273,0.076942703,3.681,5.843,7.837,82
,,,S8,0.994138089,0.002874382,0.002987529,0.743742917,0.029963898,0.226293186,0.785183439,0.122965384,0.091851177,0.682276327,0.002464544,0.315259129,0.111578185,0.221531202,0.666890613,0.929702049,0.022452693,0.047845258,0.222242457,0.562912661,0.214844883,0.014277882,0.003172319,0.982549799,2.488,4.827,8.77,37
,,,S9,0.99033513,0.008208254,0.001456617,0.307076549,0.190679775,0.502243676,0.671242625,0.16229744,0.166459934,0.275728073,0.690080161,0.034191766,0.024955423,0.242052371,0.732992207,0.06923211,0.21673855,0.71402934,0.499593226,0.337970384,0.162436391,0.569481685,0.322497824,0.108020491,2.67,6.252,7.465,80
,,,S10,0.803133837,0.139250255,0.057615909,0.247081941,0.612079391,0.140838667,0.562248511,0.399084617,0.038666872,0.446739827,0.551137527,0.002122646,0.078156275,0.894038612,0.027805113,0.248054989,0.475620994,0.276324017,0.453682221,0.01889768,0.5274201,0.957651959,0.016528791,0.02581925,3.41,5.629,7.888,56
10,360,4,S1,0.932524708,0.012797786,0.054677506,0.897954433,0.034637902,0.067407665,0.565908377,0.118902712,0.315188911,0.385082676,0.451512058,0.163405266,0.203821348,0.532190911,0.263987741,0.072377214,0.660578709,0.267044076,0.280679873,0.412889877,0.30643025,0.936658409,0.043505141,0.01983645,2.945,5.038,7.469,24
,,,S2,0.932524708,0.012797786,0.054677506,0.897954433,0.034637902,0.067407665,0.565908377,0.118902712,0.315188911,0.385082676,0.451512058,0.163405266,0.203821348,0.532190911,0.263987741,0.072377214,0.660578709,0.267044076,0.280679873,0.412889877,0.30643025,0.936658409,0.043505141,0.01983645,2.867,4.957,7.391,136
,,,S3,0.896465931,0.090326206,0.013207863,0.897954433,0.034637902,0.067407665,0.565908377,0.118902712,0.315188911,0.385082676,0.451512058,0.163405266,0.203821348,0.532190911,0.263987741,0.417392548,0.562396509,0.020210943,0.185192161,0.561957267,0.252850572,0.936658409,0.043505141,0.01983645,3.008,4.792,7.5,54
,,,S4,0.896465931,0.090326206,0.013207863,0.176219586,0.816138145,0.007642269,0.412188163,0.577367279,0.010444558,0.385082676,0.451512058,0.163405266,0.203821348,0.532190911,0.263987741,0.417392548,0.562396509,0.020210943,0.185192161,0.561957267,0.252850572,0.936658409,0.043505141,0.01983645,6.609,8.403,9.459,2214
,,,S5,0.896465931,0.090326206,0.013207863,0.897954433,0.034637902,0.067407665,0.565908377,0.118902712,0.315188911,0.385082676,0.451512058,0.163405266,0.203821348,0.532190911,0.263987741,0.417392548,0.562396509,0.020210943,0.185192161,0.561957267,0.252850572,0.936658409,0.043505141,0.01983645,2.725,4.847,7.139,21
,,,S6,0.896465931,0.090326206,0.013207863,0.897954433,0.034637902,0.067407665,0.565908377,0.118902712,0.315188911,0.385082676,0.451512058,0.163405266,0.203821348,0.532190911,0.263987741,0.417392548,0.562396509,0.020210943,0.280679873,0.412889877,0.30643025,0.936658409,0.043505141,0.01983645,2.849,4.842,7.475,88
,,,S7,0.896465931,0.090326206,0.013207863,0.897954433,0.034637902,0.067407665,0.565908377,0.118902712,0.315188911,0.385082676,0.451512058,0.163405266,0.203821348,0.532190911,0.263987741,0.417392548,0.562396509,0.020210943,0.185192161,0.561957267,0.252850572,0.936658409,0.043505141,0.01983645,2.83,4.801,7.439,15
,,,S8,0.896465931,0.090326206,0.013207863,0.897954433,0.034637902,0.067407665,0.565908377,0.118902712,0.315188911,0.385082676,0.451512058,0.163405266,0.203821348,0.532190911,0.263987741,0.417392548,0.562396509,0.020210943,0.280679873,0.412889877,0.30643025,0.936658409,0.043505141,0.01983645,2.793,4.693,7.306,61
,,,S9,0.896465931,0.090326206,0.013207863,0.897954433,0.034637902,0.067407665,0.565908377,0.118902712,0.315188911,0.385082676,0.451512058,0.163405266,0.203821348,0.532190911,0.263987741,0.072377214,0.660578709,0.267044076,0.280679873,0.412889877,0.30643025,0.936658409,0.043505141,0.01983645,2.896,5.027,7.458,24
,,,S10,0.896465931,0.090326206,0.013207863,0.897954433,0.034637902,0.067407665,0.565908377,0.118902712,0.315188911,0.385082676,0.451512058,0.163405266,0.203821348,0.532190911,0.263987741,0.072377214,0.660578709,0.267044076,0.280679873,0.412889877,0.30643025,0.936658409,0.043505141,0.01983645,2.937,4.933,7.475,44
30,360,4,S1,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.73454283,0.091059045,0.174398126,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,2.615,4.512,8.228,25
,,,S2,0.635995962,0.032811722,0.331192316,0.616418198,0.269903902,0.1136779,0.451952952,0.302824302,0.245222747,0.481147639,0.390676417,0.128175944,0.254868585,0.247574009,0.497557406,0.436913243,0.017220804,0.545865954,0.371419228,0.416098395,0.212482377,0.899535971,0.032108068,0.068355961,3.352,5.705,8.132,10
,,,S3,0.635995962,0.032811722,0.331192316,0.616418198,0.269903902,0.1136779,0.326484519,0.594368037,0.079147443,0.73454283,0.091059045,0.174398126,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,3.08,4.884,8.746,66
,,,S4,0.635995962,0.032811722,0.331192316,0.616418198,0.269903902,0.1136779,0.451952952,0.302824302,0.245222747,0.481147639,0.390676417,0.128175944,0.254868585,0.247574009,0.497557406,0.436913243,0.017220804,0.545865954,0.371419228,0.416098395,0.212482377,0.899535971,0.032108068,0.068355961,3.311,5.552,7.917,35
,,,S5,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.936348069,0.002654545,0.060997387,0.280331769,0.694149208,0.025519023,0.057839868,0.674108078,0.268052054,0.178431238,0.15713898,0.664429781,0.553679959,0.297482935,0.148837106,3.021,6.296,8.57,69
,,,S6,0.635995962,0.032811722,0.331192316,0.616418198,0.269903902,0.1136779,0.451952952,0.302824302,0.245222747,0.481147639,0.390676417,0.128175944,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,3.305,4.879,9.053,64
,,,S7,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.936348069,0.002654545,0.060997387,0.280331769,0.694149208,0.025519023,0.448021932,0.185453924,0.366524144,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,2.558,5.034,8.324,84
,,,S8,0.859430605,0.09643856,0.044130835,0.616418198,0.269903902,0.1136779,0.451952952,0.302824302,0.245222747,0.481147639,0.390676417,0.128175944,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,2.749,4.257,8.802,30
,,,S9,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.73454283,0.091059045,0.174398126,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,2.534,4.403,8.321,25
,,,S10,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.451952952,0.302824302,0.245222747,0.481147639,0.390676417,0.128175944,0.104548237,0.313683865,0.581767897,0.468551872,0.336704221,0.194743907,0.370665198,0.573590922,0.05574388,0.631887449,0.093527182,0.274585369,2.911,4.748,7.55,86
,,,S11,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.679153646,0.289954455,0.030891898,0.249345332,0.100386617,0.650268051,0.057839868,0.674108078,0.268052054,0.178431238,0.15713898,0.664429781,0.631887449,0.093527182,0.274585369,2.159,5.963,8.93,41
,,,S12,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.936348069,0.002654545,0.060997387,0.280331769,0.694149208,0.025519023,0.448021932,0.185453924,0.366524144,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,2.593,4.927,8.168,19
,,,S13,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.73454283,0.091059045,0.174398126,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.178431238,0.15713898,0.664429781,0.553679959,0.297482935,0.148837106,2.844,4.685,8.18,31
,,,S14,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.73454283,0.091059045,0.174398126,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,2.558,4.335,8.296,14
,,,S15,0.859430605,0.09643856,0.044130835,0.858750903,0.040598673,0.100650424,0.497059311,0.099040207,0.403900482,0.697581776,0.252899077,0.049519148,0.104548237,0.313683865,0.581767897,0.468551872,0.336704221,0.194743907,0.370665198,0.573590922,0.05574388,0.670377945,0.202683385,0.126938671,2.884,5.098,7.443,129
,,,S16,0.635995962,0.032811722,0.331192316,0.616418198,0.269903902,0.1136779,0.451952952,0.302824302,0.245222747,0.481147639,0.390676417,0.128175944,0.254868585,0.247574009,0.497557406,0.436913243,0.017220804,0.545865954,0.371419228,0.416098395,0.212482377,0.899535971,0.032108068,0.068355961,3.229,5.791,7.806,38
,,,S17,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.936348069,0.002654545,0.060997387,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,2.356,4.385,7.885,28
,,,S18,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.451952952,0.302824302,0.245222747,0.481147639,0.390676417,0.128175944,0.254868585,0.247574009,0.497557406,0.436913243,0.017220804,0.545865954,0.371419228,0.416098395,0.212482377,0.899535971,0.032108068,0.068355961,2.936,5.353,7.539,134
,,,S19,0.859430605,0.09643856,0.044130835,0.858750903,0.040598673,0.100650424,0.497059311,0.099040207,0.403900482,0.697581776,0.252899077,0.049519148,0.104548237,0.313683865,0.581767897,0.468551872,0.336704221,0.194743907,0.370665198,0.573590922,0.05574388,0.670377945,0.202683385,0.126938671,2.956,5.253,7.547,51
,,,S20,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.679153646,0.289954455,0.030891898,0.249345332,0.100386617,0.650268051,0.057839868,0.674108078,0.268052054,0.178431238,0.15713898,0.664429781,0.631887449,0.093527182,0.274585369,2.238,5.945,9.037,129
,,,S21,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.936348069,0.002654545,0.060997387,0.254868585,0.247574009,0.497557406,0.436913243,0.017220804,0.545865954,0.371419228,0.416098395,0.212482377,0.899535971,0.032108068,0.068355961,2.908,5.369,7.573,27
,,,S22,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.936348069,0.002654545,0.060997387,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,2.344,4.331,8.353,37
,,,S23,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.73454283,0.091059045,0.174398126,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,2.538,4.45,8.625,22
,,,S24,0.859430605,0.09643856,0.044130835,0.858750903,0.040598673,0.100650424,0.497059311,0.099040207,0.403900482,0.697581776,0.252899077,0.049519148,0.104548237,0.313683865,0.581767897,0.436913243,0.017220804,0.545865954,0.371419228,0.416098395,0.212482377,0.899535971,0.032108068,0.068355961,2.9,5.634,7.44,32
,,,S25,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.936348069,0.002654545,0.060997387,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,2.472,4.378,8.415,142
,,,S26,0.859430605,0.09643856,0.044130835,0.531754951,0.240470905,0.227774144,0.326484519,0.594368037,0.079147443,0.936348069,0.002654545,0.060997387,0.430195029,0.441494647,0.128310324,0.3299159,0.551035171,0.119048929,0.120976429,0.066139619,0.812883952,0.553679959,0.297482935,0.148837106,2.388,4.331,8.387,24
60,360,4,S1,0.561228526,0.401223781,0.037547693,0.388947993,0.117028115,0.494023892,0.50028846,0.420371747,0.079339793,0.855234845,0.1361947,0.008570454,0.011394949,0.365207274,0.623397777,0.408505043,0.085079375,0.506415582,0.174994976,0.341103322,0.483901703,0.910937323,0.086590953,0.002471724,2.188,5.804,7.79,24
,,,S2,0.862726625,0.052351091,0.084922283,0.388947993,0.117028115,0.494023892,0.50028846,0.420371747,0.079339793,0.855234845,0.1361947,0.008570454,0.011394949,0.365207274,0.623397777,0.408505043,0.085079375,0.506415582,0.195073278,0.416236392,0.38869033,0.976350113,0.005248002,0.018401885,2.144,5.613,7.408,112
,,,S3,0.844117797,0.137441123,0.01844108,0.932412073,0.033485035,0.034102892,0.200502463,0.049014205,0.750483333,0.228052322,0.572014366,0.199933312,0.333818055,0.590826963,0.075354983,0.168144529,0.219567287,0.612288184,0.481992386,0.24760934,0.270398274,0.945817652,0.035797128,0.018385219,3.82,5.229,7.625,46
,,,S4,0.973850342,0.008522706,0.017626952,0.421580336,0.260608851,0.317810812,0.558929392,0.155958907,0.285111701,0.69718872,0.213708756,0.089102524,0.217693917,0.610774113,0.17153197,0.726092907,0.035376845,0.238530248,0.284184877,0.102466632,0.613348491,0.024249546,0.503777789,0.471972665,2.7,4.593,8.643,20
,,,S5,0.844117797,0.137441123,0.01844108,0.932412073,0.033485035,0.034102892,0.50028846,0.420371747,0.079339793,0.855234845,0.1361947,0.008570454,0.011394949,0.365207274,0.623397777,0.408505043,0.085079375,0.506415582,0.174994976,0.341103322,0.483901703,0.910937323,0.086590953,0.002471724,1.97,5.592,7.453,41
,,,S6,0.948363726,0.009723505,0.041912769,0.193659259,0.438304763,0.368035977,0.211197708,0.321427364,0.467374928,0.429826041,0.268961821,0.301212138,0.414077083,0.502321745,0.083601171,0.998529366,0.00104147,0.000429164,0.262564891,0.146660802,0.590774307,0.124427045,0.869495387,0.006077568,3.885,3.984,8.187,87
,,,S7,0.9887195,0.003082786,0.008197714,0.920827864,0.057401159,0.021770978,0.529876323,0.150524249,0.319599428,0.69718872,0.213708756,0.089102524,0.479133589,0.038288727,0.482577683,0.401099203,0.067330338,0.531570459,0.195073278,0.416236392,0.38869033,0.976350113,0.005248002,0.018401885,3.108,5.861,8.024,61
,,,S8,0.862726625,0.052351091,0.084922283,0.388947993,0.117028115,0.494023892,0.50028846,0.420371747,0.079339793,0.855234845,0.1361947,0.008570454,0.011394949,0.365207274,0.623397777,0.408505043,0.085079375,0.506415582,0.195073278,0.416236392,0.38869033,0.976350113,0.005248002,0.018401885,2.192,5.627,7.451,67
,,,S9,0.948363726,0.009723505,0.041912769,0.287832413,0.091944927,0.62022266,0.083047118,0.46897949,0.447973392,0.014902319,0.777616619,0.207481062,0.682938009,0.05901139,0.2580506,0.841022555,0.0750355,0.083941945,0.184893092,0.428244759,0.386862148,0.905415568,0.01925906,0.075325372,3.663,4.372,7.812,32
,,,S10,0.862726625,0.052351091,0.084922283,0.388947993,0.117028115,0.494023892,0.50028846,0.420371747,0.079339793,0.855234845,0.1361947,0.008570454,0.011394949,0.365207274,0.623397777,0.408505043,0.085079375,0.506415582,0.195073278,0.416236392,0.38869033,0.976350113,0.005248002,0.018401885,2.196,5.622,7.413,20
,,,S11,0.867294027,0.094993023,0.03771295,0.267006611,0.578374758,0.154618631,0.605225507,0.191091654,0.203682839,0.72449285,0.01506159,0.260445561,0.217693917,0.610774113,0.17153197,0.726092907,0.035376845,0.238530248,0.284184877,0.102466632,0.613348491,0.024249546,0.503777789,0.471972665,2.883,4.699,8.766,30
,,,S12,0.844117797,0.137441123,0.01844108,0.932412073,0.033485035,0.034102892,0.50028846,0.420371747,0.079339793,0.855234845,0.1361947,0.008570454,0.414077083,0.502321745,0.083601171,0.998529366,0.00104147,0.000429164,0.262564891,0.146660802,0.590774307,0.124427045,0.869495387,0.006077568,2.781,4.495,8.282,26
,,,S13,0.9887195,0.003082786,0.008197714,0.920827864,0.057401159,0.021770978,0.50028846,0.420371747,0.079339793,0.855234845,0.1361947,0.008570454,0.011394949,0.365207274,0.623397777,0.408505043,0.085079375,0.506415582,0.195073278,0.416236392,0.38869033,0.976350113,0.005248002,0.018401885,2.023,5.449,7.368,9
,,,S14,0.561228526,0.401223781,0.037547693,0.066424477,0.772287198,0.161288325,0.401678416,0.256411981,0.341909603,0.388792164,0.435649329,0.175558507,0.414077083,0.502321745,0.083601171,0.998529366,0.00104147,0.000429164,0.174994976,0.341103322,0.483901703,0.910937323,0.086590953,0.002471724,3.167,4.264,7.907,33
,,,S15,0.976867268,0.001899314,0.021233418,0.899622454,0.05078188,0.049595666,0.463726574,0.177311184,0.358962242,0.545496231,0.181415847,0.273087922,0.414077083,0.502321745,0.083601171,0.841022555,0.0750355,0.083941945,0.184893092,0.428244759,0.386862148,0.905415568,0.01925906,0.075325372,3.068,4.387,7.608,123
,,,S16,0.948363726,0.009723505,0.041912769,0.193659259,0.438304763,0.368035977,0.211197708,0.321427364,0.467374928,0.545496231,0.181415847,0.273087922,0.414077083,0.502321745,0.083601171,0.998529366,0.00104147,0.000429164,0.262564891,0.146660802,0.590774307,0.426804989,0.302029122,0.271165889,3.7,3.999,8.336,84
,,,S17,0.973850342,0.008522706,0.017626952,0.421580336,0.260608851,0.317810812,0.558929392,0.155958907,0.285111701,0.69718872,0.213708756,0.089102524,0.217693917,0.610774113,0.17153197,0.726092907,0.035376845,0.238530248,0.284184877,0.102466632,0.613348491,0.910937323,0.086590953,0.002471724,2.756,4.741,7.942,42
,,,S18,0.867294027,0.094993023,0.03771295,0.388947993,0.117028115,0.494023892,0.50028846,0.420371747,0.079339793,0.855234845,0.1361947,0.008570454,0.011394949,0.365207274,0.623397777,0.408505043,0.085079375,0.506415582,0.174994976,0.341103322,0.483901703,0.910937323,0.086590953,0.002471724,2.064,5.727,7.612,13
,,,S19,0.919135406,0.054814056,0.026050538,0.066424477,0.772287198,0.161288325,0.401678416,0.256411981,0.341909603,0.545496231,0.181415847,0.273087922,0.414077083,0.502321745,0.083601171,0.998529366,0.00104147,0.000429164,0.262564891,0.146660802,0.590774307,0.124427045,0.869495387,0.006077568,3.236,4.202,7.944,241
,,,S20,0.973850342,0.008522706,0.017626952,0.421580336,0.260608851,0.317810812,0.558929392,0.155958907,0.285111701,0.69718872,0.213708756,0.089102524,0.217693917,0.610774113,0.17153197,0.726092907,0.035376845,0.238530248,0.284184877,0.102466632,0.613348491,0.024249546,0.503777789,0.471972665,2.608,4.565,8.697,21
,,,S21,0.976867268,0.001899314,0.021233418,0.899622454,0.05078188,0.049595666,0.463726574,0.177311184,0.358962242,0.420391997,0.059963413,0.51964459,0.337548779,0.27835898,0.38409224,0.80193806,0.021630294,0.176431645,0.097330749,0.747126923,0.155542329,0.629684439,0.202133525,0.168182036,2.863,4.338,7.657,41
