population,evaluations,1/x,id,MonitorCentral,MonitorPeer,MonitorCloud,AnalyzeCentral,AnalyzePeer,AnalyzeCloud,NormalPlanCentral,NormalPlanPeer,NormalPlanCloud,AlertPlanCentral,AlertPlanPeer,AlertPlanCloud,CriticalPlanCentral,CriticalPlanPeer,CriticalPlanCloud,NormalExecuteCentral,NormalExecutePeer,NormalExecuteCloud,AlertExecuteCentral,AlertExecutePeer,AlertExecuteCloud,CriticalExecuteCentral,CriticalExecutePeer,CriticalExecuteCloud,,NormalActuate,AlertActuate,CriticalActuate,,
,,,S5,0.714432421,0.161714016,0.123853563,0.520412187,0.144934303,0.334653509,0.037732615,0.694089943,0.268177442,0.600526825,0.057474576,0.341998598,0.418345437,0.195253321,0.386401242,0.782578236,0.178347679,0.039074085,0.435639242,0.112267751,0.452093006,0.584657547,0.311149327,0.104193126,,5.192,6.149,9.589,,45
,,,S6,0.957371742,0.007713607,0.034914651,0.547420021,0.326299743,0.126280236,0.086430442,0.377997515,0.535572043,0.064125455,0.428587804,0.507286742,0.470513102,0.181349884,0.348137014,0.304308219,0.144058444,0.551633337,0.404939508,0.494102177,0.100958315,0.638598278,0.248531507,0.112870215,,6.051,6.895,9.575,,57
,,,S7,0.554725666,0.184157908,0.261116426,0.592225334,0.283527357,0.124247309,0.176593976,0.582997638,0.240408386,0.769021768,0.151823197,0.079155036,0.945759558,0.030305219,0.023935223,0.749349585,0.222074063,0.028576353,0.007851346,0.295600204,0.69654845,0.744183547,0.12755123,0.128265223,,5.45,7.123,10.869,,206
90,180,5,S1,0.845240708,0.033560905,0.121198387,0.865064862,0.037744956,0.097190182,0.187530403,0.176296508,0.636173088,0.713168944,0.064065688,0.222765368,0.431879165,0.075732296,0.492388539,0.94255248,0.055506863,0.001940657,0.148090924,0.756747373,0.095161703,0.304538676,0.557241623,0.138219702,,6.024,6.731,10.018,,67
,,,S2,0.852477988,0.085697669,0.061824344,0.403027881,0.425914173,0.171057946,0.06142823,0.317348145,0.621223625,0.951920224,0.00443336,0.043646416,0.921009424,0.018143279,0.060847297,0.409884914,0.143909785,0.446205301,0.061243308,0.595427184,0.343329509,0.037937587,0.065100314,0.896962099,,5.544,6.683,11.33,,31
,,,S3,0.964158082,0.03232949,0.003512428,0.016462188,0.133699291,0.849838522,0.540582485,0.416499799,0.042917716,0.83840619,0.077892204,0.083701607,0.271212886,0.556511436,0.172275677,0.239701493,0.429151577,0.33114693,0.297094603,0.112553529,0.590351868,0.754821905,0.03231622,0.212861875,,4.942,7.671,10.159,,401
,,,S4,0.881059573,0.05694245,0.061997976,0.487386295,0.343565045,0.169048659,0.066621744,0.414649148,0.518729108,0.76410656,0.009764993,0.226128447,0.312370763,0.672860774,0.014768463,0.630870524,0.071908229,0.297221247,0.520421122,0.110025374,0.369553504,0.758647069,0.091085923,0.150267008,,5.252,6.646,9.301,,122
,,,S5,0.523698881,0.446755401,0.029545717,0.411846372,0.423656281,0.164497347,0.357591005,0.145504426,0.496904569,0.963166068,0.012825774,0.024008157,0.329655835,0.358635459,0.311708706,0.750514137,0.166467738,0.083018124,0.453408995,0.454866913,0.091724092,0.724144735,0.149836863,0.126018403,,5.9,7.28,10.361,,317
,,,S6,0.908327716,0.04608683,0.045585454,0.975935823,0.022076607,0.001987569,0.613685881,0.353149141,0.033164978,0.592527908,0.100554351,0.306917741,0.07666339,0.168535964,0.754800646,0.328493861,0.19994976,0.471556379,0.021394155,0.879175392,0.099430453,0.017067666,0.937166074,0.04576626,,4.966,8.087,15.531,,2937
,,,S7,0.845240708,0.033560905,0.121198387,0.865064862,0.037744956,0.097190182,0.187530403,0.176296508,0.636173088,0.713168944,0.064065688,0.222765368,0.431879165,0.075732296,0.492388539,0.94255248,0.055506863,0.001940657,0.148090924,0.756747373,0.095161703,0.184907498,0.588333409,0.226759092,,6.082,6.584,10.585,,468
,,,S8,0.852477988,0.085697669,0.061824344,0.403027881,0.425914173,0.171057946,0.06142823,0.317348145,0.621223625,0.951920224,0.00443336,0.043646416,0.921009424,0.018143279,0.060847297,0.409884914,0.143909785,0.446205301,0.061243308,0.595427184,0.343329509,0.037937587,0.065100314,0.896962099,,5.381,6.727,11.619,,71
,,,S9,0.769728184,0.133133994,0.097137823,0.276861803,0.660751801,0.062386396,0.085677058,0.684508096,0.229814846,0.594679688,0.386985637,0.018334675,0.489071863,0.265014463,0.245913674,0.701332684,0.192147858,0.106519458,0.573146136,0.113454154,0.31339971,0.345601555,0.371151764,0.283246681,,5.938,7.515,10.592,,112
,,,S10,0.842629202,0.128394935,0.028975862,0.407778196,0.198163376,0.394058429,0.968541768,0.024143759,0.007314473,0.655544013,0.293469657,0.05098633,0.088960536,0.37628105,0.534758414,0.176529304,0.347588664,0.475882032,0.070365704,0.890993523,0.038640773,0.305986043,0.00832682,0.685687137,,4.82,8.312,11.472,,1137
180,180,5,S1,0.990118972,0.001712038,0.00816899,0.705874158,0.020836122,0.273289721,0.818017269,0.031806413,0.150176318,0.897615485,0.024048367,0.078336148,0.186145086,0.449303548,0.364551366,0.11360335,0.859707118,0.026689532,0.127620594,0.476248063,0.396131344,0.627691425,0.182680435,0.189628141,,4.33,7.432,10.535,,1656
,,,S2,0.065169795,0.734524076,0.200306129,0.575904705,0.228399133,0.195696162,0.698399244,0.221187336,0.08041342,0.521127222,0.071200818,0.407671961,0.058465288,0.650134184,0.291400528,0.889446545,0.039580178,0.070973277,0.210494842,0.194856648,0.59464851,0.35649803,0.605917947,0.037584022,,5.162,6.807,10.145,,86
,,,S3,0.832993652,0.022761378,0.14424497,0.964819841,0.031566054,0.003614105,0.237300252,0.378894837,0.383804911,0.207825754,0.727379219,0.064795026,0.268366867,0.460638039,0.270995094,0.94729612,0.032243584,0.020460296,0.583189708,0.383928589,0.032881703,0.421188086,0.018267041,0.560544874,,7.155,7.641,10.515,,1567
,,,S4,0.724139037,0.028017444,0.247843519,0.353302052,0.509653906,0.137044043,0.494935421,0.414561117,0.090503462,0.652846849,0.073990474,0.273162677,0.016140888,0.313135903,0.670723209,0.71502069,0.279257512,0.005721798,0.526359697,0.155389525,0.318250777,0.254732012,0.315510077,0.429757911,,5.059,7.502,10.536,,129
,,,S5,0.866406799,0.12956597,0.004027231,0.595553098,0.157988056,0.246458846,0.245577373,0.38452192,0.369900707,0.11461983,0.394860188,0.490519983,0.226889212,0.690273366,0.082837422,0.352631298,0.63581137,0.011557332,0.564638578,0.130207545,0.305153877,0.412463302,0.070730566,0.516806132,,6.03,8.516,10.04,,170
,,,S6,0.082933251,0.634624182,0.282442567,0.736668543,0.046675563,0.216655894,0.814077429,0.089278808,0.096643763,0.633410503,0.288563626,0.078025871,0.160051137,0.114557826,0.725391037,0.473430121,0.453504949,0.07306493,0.054935301,0.759733158,0.185331541,0.757554678,0.009878838,0.232566484,,4.988,7.11,9.339,,23
,,,S7,0.738787196,0.059610017,0.201602787,0.459897126,0.071195689,0.468907185,0.281542896,0.500180316,0.218276788,0.767590557,0.146711413,0.085698029,0.209509537,0.159209328,0.631281135,0.070404026,0.800510325,0.12908565,0.355391538,0.355638503,0.288969959,0.765939756,0.032948597,0.201111647,,4.681,7.677,9.683,,118
,,,S8,0.674705201,0.177733751,0.147561048,0.71853719,0.059445823,0.222016987,0.170701075,0.27355387,0.555745055,0.106312122,0.60002709,0.293660788,0.578316735,0.255121991,0.166561274,0.811214485,0.164356858,0.024428657,0.152546636,0.388297637,0.459155727,0.73754816,0.147245052,0.115206788,,6.122,5.814,10.218,,153
,,,S9,0.387271449,0.415450692,0.197277859,0.430282355,0.241836458,0.327881186,0.010029249,0.224067724,0.765903027,0.576455653,0.330705569,0.092838778,0.177605433,0.818147387,0.004247179,0.753384189,0.217834654,0.028781158,0.857652905,0.035806963,0.106540132,0.296490816,0.591653429,0.111855755,,5.655,6.888,10.056,,95
